category_norm,category_title,occurrence_count,first_date,last_date,distinct_member_sets,fill_blank_occurrences,mean_expert_difficulty,mean_user_difficulty_calibrated,mean_failure_rate,mean_average_mistakes,merged_unique_items
CURRENCY SYMBOLS,CURRENCY SYMBOLS,1,2025-04-01,2025-04-01,1,0,4.6,4.347280326418446,0.712361,3.405193,4
CURRENT SITUATION,CURRENT SITUATION,1,2024-06-16,2024-06-16,1,0,2.5,2.3442924925072126,0.227135,1.585869,4
CURSE,CURSE,1,2024-12-06,2024-12-06,1,0,2.8,2.8389784691622006,0.357347,2.024821,4
CURSES,CURSES,1,2025-09-02,2025-09-02,1,0,2.8,2.037008927509354,0.195516,1.263941,4
CUT INTO PIECES,CUT INTO PIECES,1,2026-02-03,2026-02-03,1,0,2.8,2.5434379206421687,0.224056,1.818076,4
CUT THE ___,CUT THE ___,1,2024-11-08,2024-11-08,1,1,2.8,3.287480694312322,0.447323,2.450872,4
CYLINDER OF MATERIAL,CYLINDER OF MATERIAL,1,2025-03-03,2025-03-03,1,0,3.3,2.7332930591515243,0.310471,1.9501,4
CYLINDER-SHAPED THINGS,CYLINDER-SHAPED THINGS,1,2024-10-26,2024-10-26,1,0,2.3,1.8554723746494157,0.128918,1.121671,4
DANCE EVENTS PLUS A LETTER,DANCE EVENTS PLUS A LETTER,1,2025-01-26,2025-01-26,1,0,3.0,2.194354570915711,0.198605,1.441887,4
DANCE MOVES,DANCE MOVES,1,2025-06-29,2025-06-29,1,0,2.5,2.7868010945627373,0.266489,2.055646,4
DANCES,DANCES,1,2025-12-16,2025-12-16,1,0,2.7,3.0271344294305567,0.376569,2.222083,4
DAPPER,DAPPER,1,2025-07-01,2025-07-01,1,0,3.0,2.3639560262792756,0.238481,1.597147,4
DARK ___,DARK ___,1,2025-08-11,2025-08-11,1,1,1.8,2.1003426457924363,0.182595,1.349731,4
DAUNT,DAUNT,1,2026-01-26,2026-01-26,1,0,3.3,3.392794979459107,0.479052,2.540313,4
DECORATIVE EDGE,DECORATIVE EDGE,1,2024-09-26,2024-09-26,1,0,2.6,2.364572249999413,0.261564,1.574773,4
DECREASE,DECREASE,1,2024-09-15,2024-09-15,1,0,2.9,2.289192183675277,0.194768,1.55484,4
DEEM,DEEM,1,2024-08-29,2024-08-29,1,0,3.0,3.4482942257911033,0.491517,2.591703,4
DEFEAT SOUNDLY,DEFEAT SOUNDLY,1,2025-05-03,2025-05-03,1,0,4.3,4.008014837259935,0.619645,3.107565,4
DEFER,DEFER,1,2024-12-19,2024-12-19,1,0,3.3,3.477440999352195,0.486147,2.630608,4
DEJECTED,DEJECTED,1,2025-02-02,2025-02-02,1,0,3.0,3.992448452453638,0.611442,3.097858,4
DELIBERATION,DELIBERATION,1,2024-12-09,2024-12-09,1,0,2.6,2.2275654659371176,0.183603,1.4951,4
DELICATE,DELICATE,1,2025-02-06,2025-02-06,1,0,2.5,2.0957587756936977,0.188119,1.338933,4
"DELIVER, AS A PACKAGE","DELIVER, AS A PACKAGE",1,2024-06-17,2024-06-17,1,0,3.5,3.101886973151111,0.381187,2.303472,4
DEMEANOR,DEMEANOR,1,2026-06-18,2026-06-18,1,0,1.7,2.615981967221863,0.282872,1.842726,4
DEMI MOORE MOVIES,DEMI MOORE MOVIES,1,2026-06-05,2026-06-05,1,0,1.8,2.6847765227879137,0.328858,1.875892,4
DEMOLISH,DEMOLISH,1,2026-06-07,2026-06-07,1,0,2.8,2.8718390987968436,0.338317,2.081659,4
"DEMONSTRATION, AS OF APPRECIATION","DEMONSTRATION, AS OF APPRECIATION",1,2025-02-13,2025-02-13,1,0,3.0,2.2986067610187613,0.195981,1.564459,4
DENTAL ADDITIONS,DENTAL ADDITIONS,1,2025-06-30,2025-06-30,1,0,3.3,3.543662016927657,0.515863,2.677083,4
DEPICTED IN DALÍ’S “THE PERSISTENCE OF MEMORY”,DEPICTED IN DALÍ’S “THE PERSISTENCE OF MEMORY”,1,2025-01-04,2025-01-04,1,0,3.0,2.581596857467162,0.28127,1.804766,4
DEPLETE,DEPLETE,1,2024-11-14,2024-11-14,1,0,2.6,2.562127143003407,0.256397,1.807238,4
DERRIERE,DERRIERE,1,2025-08-14,2025-08-14,1,0,1.8,1.9415020731919517,0.139944,1.209627,4
DESCENDANTS,DESCENDANTS,1,2025-12-16,2025-12-16,1,0,2.7,3.0271344294305567,0.376569,2.222083,4
DESCRIBED AS DRY,DESCRIBED AS DRY,1,2024-08-28,2024-08-28,1,0,3.7,3.264191957244499,0.428934,2.442466,4
DESCRIPTORS FOR GRAYING HAIR,DESCRIPTORS FOR GRAYING HAIR,1,2026-02-22,2026-02-22,1,0,3.0,2.359138356207734,0.248707,1.581378,4
DESCRIPTORS FOR SWISS CHEESE,DESCRIPTORS FOR SWISS CHEESE,1,2026-04-10,2026-04-10,1,0,2.8,2.902467764378858,0.333966,2.12125,4
DESERVED,DESERVED,1,2025-10-02,2025-10-02,1,0,2.0,2.397513710107924,0.218289,1.655949,4
DESIRE,DESIRE,1,2025-01-18,2025-01-18,1,0,3.0,2.442676216378431,0.222691,1.703509,4
DESIST,DESIST,1,2025-04-15,2025-04-15,1,0,2.7,2.7561168037083834,0.321631,1.9652,4
DESPICABLE,DESPICABLE,1,2026-03-24,2026-03-24,1,0,3.0,2.8889282254334376,0.34842,2.091218,4
DESTINED,DESTINED,1,2026-05-10,2026-05-10,1,0,1.5,2.6070410738381464,0.282971,1.83234,4
DESTROY,DESTROY,1,2026-01-18,2026-01-18,1,0,1.7,2.257844735277249,0.159355,1.554186,4
DETAILED,DETAILED,1,2025-07-12,2025-07-12,1,0,2.8,3.1469121545305283,0.383364,2.353099,4
DETECTIVE MOVIES,DETECTIVE MOVIES,1,2026-05-11,2026-05-11,1,0,2.0,2.5219483134765808,0.28649,1.730917,4
DETECTIVES OF KID-LIT,DETECTIVES OF KID-LIT,1,2025-05-20,2025-05-20,1,0,2.5,2.508705152935345,0.25437,1.7478,4
"DEVELOP, AS IDEAS","DEVELOP, AS IDEAS",1,2024-07-03,2024-07-03,1,0,2.8,2.5739353453472567,0.295687,1.781534,4
DEVISE,DEVISE,1,2024-10-22,2024-10-22,1,0,2.5,2.3418371582203457,0.193152,1.617027,4
DIAMETRIC,DIAMETRIC,1,2025-05-26,2025-05-26,1,0,2.0,1.8202720069969864,0.151221,1.058868,4
DICKENS CHARACTERS,DICKENS CHARACTERS,1,2025-03-04,2025-03-04,1,0,4.3,4.095931449337618,0.63019,3.198173,4
DIFFERENT AMOUNTS OF HAIR,DIFFERENT AMOUNTS OF HAIR,1,2024-12-29,2024-12-29,1,0,2.0,1.6793784070299584,0.090275,0.957708,4
DIGITAL WATCH FEATURES,DIGITAL WATCH FEATURES,1,2025-10-25,2025-10-25,1,0,2.3,2.978057294619148,0.352874,2.189312,4
DINNER OPTIONS,DINNER OPTIONS,1,2025-12-19,2025-12-19,1,0,2.0,2.114264608485192,0.188739,1.359605,4
DIRECT,DIRECT,1,2026-03-21,2026-03-21,1,0,2.3,3.4058799556321273,0.456952,2.577468,4
DIRTY ___,DIRTY ___,1,2025-09-26,2025-09-26,1,1,3.0,2.61430191016823,0.254204,1.869461,4
DISCONTINUE,DISCONTINUE,1,2025-05-16,2025-05-16,1,0,4.0,2.906871721487373,0.347026,2.113257,4
DISCOUNT,DISCOUNT,1,2025-07-29,2025-07-29,1,0,2.3,2.8858158176170585,0.327099,2.108958,4
DISHWASHER CYCLES,DISHWASHER CYCLES,1,2024-10-01,2024-10-01,1,0,3.6,3.063721083167075,0.384733,2.256014,4
DISNEY ANIMATED CHARACTERS PLUS A LETTER,DISNEY ANIMATED CHARACTERS PLUS A LETTER,1,2025-07-14,2025-07-14,1,0,3.0,2.7860119110114185,0.331674,1.989553,4
DISNEY CHARACTERS,DISNEY CHARACTERS,1,2024-10-04,2024-10-04,1,0,2.3,1.5320557423833003,0.103061,0.775419,4
DISNEY PRINCESSES,DISNEY PRINCESSES,1,2025-09-07,2025-09-07,1,0,3.0,3.1595868943200442,0.39394,2.357106,4
DISNEY PRINCESSES MINUS LAST LETTER,DISNEY PRINCESSES MINUS LAST LETTER,1,2026-06-03,2026-06-03,1,0,2.5,3.304633268525178,0.433861,2.484069,4
DISPLAY OF ROWS AND COLUMNS,DISPLAY OF ROWS AND COLUMNS,1,2025-01-11,2025-01-11,1,0,2.6,3.2214091696562726,0.38686,2.435316,4
DISREGARD,DISREGARD,1,2024-11-26,2024-11-26,1,0,2.3,2.2809857177154194,0.220516,1.51965,4
DISREPUTABLE ESTABLISHMENT,DISREPUTABLE ESTABLISHMENT,1,2025-12-15,2025-12-15,1,0,1.0,2.2033250152253583,0.207158,1.443655,4
DISTINCTIVE FEATURES OF AN ELEPHANT,DISTINCTIVE FEATURES OF AN ELEPHANT,1,2025-01-08,2025-01-08,1,0,3.3,2.935824675740156,0.354305,2.13929,4
DISTINCTIVE NUMBER OF ARMS (OR LACK THEREOF),DISTINCTIVE NUMBER OF ARMS (OR LACK THEREOF),1,2024-10-02,2024-10-02,1,0,2.8,2.4240938988374694,0.268732,1.636088,4
DISTINGUISHING CHARACTERISTICS,DISTINGUISHING CHARACTERISTICS,1,2025-08-26,2025-08-26,1,0,3.3,3.7935550763339716,0.55044,2.930022,4
DISTURB,DISTURB,1,2026-03-20,2026-03-20,1,0,2.8,3.3016773067872545,0.456544,2.457985,4
DITTY,DITTY,1,2025-06-07,2025-06-07,1,0,2.5,3.5283216097902406,0.490953,2.684343,4
DIVIDE,DIVIDE,1,2024-06-25,2024-06-25,1,0,3.2,2.2804981274375673,0.211467,1.528138,4
DIVULGE,DIVULGE,1,2025-02-15,2025-02-15,1,0,3.3,2.228737073235771,0.203751,1.4763,4
"DIVULGE, AS PRIVATE INFORMATION","DIVULGE, AS PRIVATE INFORMATION",1,2024-06-25,2024-06-25,1,0,3.2,2.2804981274375673,0.211467,1.528138,4
DO EXCEPTIONALLY WELL,DO EXCEPTIONALLY WELL,1,2025-08-30,2025-08-30,1,0,2.5,3.7283892006432016,0.533047,2.872438,4
DO SOME GROOMING,DO SOME GROOMING,1,2025-07-01,2025-07-01,1,0,3.0,2.3639560262792756,0.238481,1.597147,4
DO SOME TASKS IN THE GARDEN,DO SOME TASKS IN THE GARDEN,1,2025-03-06,2025-03-06,1,0,2.8,2.7814245643331588,0.335898,1.980051,4
DO WRONG,DO WRONG,1,2025-04-12,2025-04-12,1,0,2.5,2.8222578599548567,0.372348,1.990582,4
DOCTORS IN POP CULTURE,DOCTORS IN POP CULTURE,1,2025-01-21,2025-01-21,1,0,2.0,2.2311819777840745,0.215821,1.467043,4
DOCUMENTS OF OWNERSHIP,DOCUMENTS OF OWNERSHIP,1,2025-02-12,2025-02-12,1,0,4.0,3.7979964066723397,0.573459,2.912113,4
DOG BREEDS MINUS “ER” SOUND,DOG BREEDS MINUS “ER” SOUND,1,2025-02-16,2025-02-16,1,0,3.0,3.293525596954856,0.445268,2.459882,4
"DOG BREEDS, INFORMALLY","DOG BREEDS, INFORMALLY",1,2025-04-19,2025-04-19,1,0,3.0,2.172673751876456,0.202768,1.412779,4
DOG ___,DOG ___,1,2025-01-02,2025-01-02,1,1,2.8,3.7470619092517152,0.557864,2.869105,4
DOGS OF THE SCREEN,DOGS OF THE SCREEN,1,2025-06-14,2025-06-14,1,0,2.5,3.127151276531871,0.38259,2.331137,4
DOGS WITH FIRST LETTER CHANGED,DOGS WITH FIRST LETTER CHANGED,1,2025-12-28,2025-12-28,1,0,0.5,2.2242105666991328,0.192538,1.482305,4
DOMINANT,DOMINANT,1,2026-06-22,2026-06-22,1,0,2.0,1.7773988283412083,0.129023,1.031738,4
DOUBLE ___,DOUBLE ___,1,2024-11-19,2024-11-19,1,1,3.7,2.6880975253755666,0.311614,1.896957,4
DOWNRIGHT,DOWNRIGHT,1,2026-02-13,2026-02-13,1,0,2.4,2.9716742946181745,0.366916,2.167926,4
DR. SEUSS TITLE FIGURES,DR. SEUSS TITLE FIGURES,1,2024-08-20,2024-08-20,1,0,2.2,3.0135957596300162,0.367363,2.215712,4
DRAPED ACCESSORIES,DRAPED ACCESSORIES,1,2024-10-12,2024-10-12,1,0,2.4,1.8736531472556748,0.16784,1.103667,4
DRAPERY HANGING ITEMS,DRAPERY HANGING ITEMS,1,2025-06-16,2025-06-16,1,0,2.8,2.1388205587885025,0.206073,1.370524,4
DRAW ___,DRAW ___,1,2026-02-09,2026-02-09,1,1,2.3,1.8360565471682402,0.129742,1.098508,4
DRAWBACK,DRAWBACK,1,2024-07-26,2024-07-26,1,0,2.6,3.0756892081689005,0.415864,2.238653,4
DREAD-INDUCING FIGURES,DREAD-INDUCING FIGURES,1,2025-07-23,2025-07-23,1,0,2.8,2.0681608183093134,0.159662,1.335637,4
DRESS IN,DRESS IN,1,2025-10-11,2025-10-11,1,0,1.8,2.000900303457004,0.140343,1.277569,4
DRESS MEASUREMENTS,DRESS MEASUREMENTS,1,2026-04-19,2026-04-19,1,0,2.0,4.069128759518714,0.641363,3.156162,4
DRINK GARNISHES,DRINK GARNISHES,1,2024-06-18,2024-06-18,1,0,3.0,2.6004242738643697,0.280664,1.827034,4
DRIVING INSTRUCTOR DIRECTIVES,DRIVING INSTRUCTOR DIRECTIVES,1,2025-01-13,2025-01-13,1,0,2.6,1.8331023237200768,0.107055,1.117796,4
DRS,DRS,1,2025-07-06,2025-07-06,1,0,1.8,1.3508233902314695,0.080801,0.589161,4
DURATION,DURATION,1,2026-02-02,2026-02-02,1,0,2.5,3.2540281770141903,0.408,2.451706,4
DUST ___,DUST ___,1,2025-12-11,2025-12-11,1,1,1.5,2.1946387812915713,0.214822,1.425997,4
DUTCH SYMBOLS,DUTCH SYMBOLS,1,2025-01-01,2025-01-01,1,0,3.0,2.171295288096289,0.17966,1.434301,4
DVD BONUS FEATURES,DVD BONUS FEATURES,1,2026-02-10,2026-02-10,1,0,1.5,2.642562155951408,0.302715,1.853465,4
DVR BUTTONS,DVR BUTTONS,1,2024-11-06,2024-11-06,1,0,2.4,1.6256609077025914,0.090425,0.895753,4
EAR PIERCING SITES,EAR PIERCING SITES,1,2025-05-25,2025-05-25,1,0,2.3,2.825453705679745,0.311209,2.055398,4
EARN,EARN,1,2025-01-05,2025-01-05,1,0,2.0,2.633112812812712,0.249526,1.895782,4
EARNINGS,EARNINGS,1,2026-02-11,2026-02-11,1,0,2.5,2.9219852818110295,0.349113,2.128559,4
EASTER SUPPLIES,EASTER SUPPLIES,1,2026-02-19,2026-02-19,1,0,1.5,1.7836584097691786,0.139609,1.028354,4
EASY ___,EASY ___,1,2024-11-03,2024-11-03,1,1,2.2,1.424154882072722,0.069266,0.685068,4
ECCLESIASTICAL TITLES,ECCLESIASTICAL TITLES,1,2024-09-08,2024-09-08,1,0,3.3,3.0250493508627003,0.31579,2.280463,4
ECHOEY PLACES,ECHOEY PLACES,1,2025-10-01,2025-10-01,1,0,3.5,3.9616476961853233,0.60087,3.072992,4
EDDIE MURPHY ROLES,EDDIE MURPHY ROLES,1,2025-09-10,2025-09-10,1,0,3.3,2.9928266735702027,0.363769,2.19541,4
EFFERVESCENCE,EFFERVESCENCE,1,2024-10-09,2024-10-09,1,0,3.3,3.5396813333758512,0.474833,2.713533,4
EFFORTLESS,EFFORTLESS,1,2024-07-20,2024-07-20,1,0,2.6,1.8989157123466747,0.137687,1.162886,4
EGG ___,EGG ___,1,2026-03-20,2026-03-20,1,1,2.8,3.3016773067872545,0.456544,2.457985,4
EL ___,EL ___,1,2025-12-07,2025-12-07,1,1,2.8,2.448868004505737,0.236659,1.696665,4
ELECTRIC ___,ELECTRIC ___,1,2025-07-18,2025-07-18,1,1,2.5,3.408962812522576,0.486285,2.551682,4
ELECTROMAGNETIC SPECTRUM,ELECTROMAGNETIC SPECTRUM,1,2024-08-07,2024-08-07,1,0,3.3,2.827131155298738,0.314563,2.053974,4
ELECTRONIC DANCE MUSIC GENRES,ELECTRONIC DANCE MUSIC GENRES,1,2024-11-24,2024-11-24,1,0,3.0,2.868835334090503,0.381107,2.035413,4
ELEMENTARY,ELEMENTARY,1,2026-02-25,2026-02-25,1,0,2.3,2.979046381492937,0.343293,2.200031,4
"ELEMENTS OF ""SATURDAY NIGHT FEVER""","ELEMENTS OF ""SATURDAY NIGHT FEVER""",1,2026-02-19,2026-02-19,1,0,1.5,1.7836584097691786,0.139609,1.028354,4
ELEMENTS OF A CLASSIC “MOM” TATTOO,ELEMENTS OF A CLASSIC “MOM” TATTOO,1,2025-06-14,2025-06-14,1,0,2.5,3.127151276531871,0.38259,2.331137,4
ELEMENTS OF GREEK DRAMA,ELEMENTS OF GREEK DRAMA,1,2025-04-15,2025-04-15,1,0,2.7,2.7561168037083834,0.321631,1.9652,4
ELEMENTS OF JOKE-TELLING,ELEMENTS OF JOKE-TELLING,1,2026-02-26,2026-02-26,1,0,2.3,3.4114494360251344,0.450213,2.590615,4
ELEMENTS OF WRITING,ELEMENTS OF WRITING,1,2024-11-15,2024-11-15,1,0,3.0,2.812021940699483,0.262188,2.088965,4
EMAIL FOLDERS,EMAIL FOLDERS,1,2024-12-13,2024-12-13,1,0,1.5,2.7823623716590102,0.303154,2.013874,4
EMANATE,EMANATE,1,2025-10-27,2025-10-27,1,0,2.3,2.16580316159763,0.179189,1.428453,4
EMBED,EMBED,1,2024-09-28,2024-09-28,1,0,4.2,2.742565965879518,0.30223,1.96901,4
EMBLEM,EMBLEM,1,2025-03-07,2025-03-07,1,0,4.3,2.8505320120561204,0.345278,2.050183,4
EMBODIMENT,EMBODIMENT,1,2024-07-13,2024-07-13,1,0,2.5,2.246231221386588,0.210742,1.489437,4
EMIT,EMIT,1,2026-04-12,2026-04-12,1,0,2.0,1.7093734659942297,0.113419,0.969075,4
EMOJI,EMOJI,1,2024-07-18,2024-07-18,1,0,3.2,3.083462839978366,0.364348,2.299113,4
EMOTICON MOUTHS,EMOTICON MOUTHS,1,2025-04-01,2025-04-01,1,0,4.6,4.347280326418446,0.712361,3.405193,4
EMPLOY,EMPLOY,1,2025-04-05,2025-04-05,1,0,3.8,2.9464273741350198,0.349796,2.155998,4
EMULATE,EMULATE,1,2025-08-03,2025-08-03,1,0,2.6,1.6716795216802003,0.095165,0.94396,4
ENCOURAGING RESPONSES IN A GUESSING GAME,ENCOURAGING RESPONSES IN A GUESSING GAME,1,2025-05-18,2025-05-18,1,0,2.3,2.3951548509027716,0.239781,1.631743,4
ENDING IN ACCESSORIES,ENDING IN ACCESSORIES,1,2025-10-24,2025-10-24,1,0,2.5,2.176988187062299,0.173877,1.446634,4
ENDING IN BODIES OF WATER,ENDING IN BODIES OF WATER,1,2026-04-11,2026-04-11,1,0,2.5,2.1553551709914607,0.172479,1.423142,4
"ENDING IN CANDY BRANDS MINUS ""S""","ENDING IN CANDY BRANDS MINUS ""S""",1,2026-05-08,2026-05-08,1,0,2.0,2.166091717697892,0.179971,1.428003,4
ENDING IN COLOR HOMOPHONES,ENDING IN COLOR HOMOPHONES,1,2025-11-30,2025-11-30,1,0,2.7,3.2922514305603268,0.436024,2.46766,4
ENDING IN COLORS,ENDING IN COLORS,1,2025-11-24,2025-11-24,1,0,2.5,2.7312149337427107,0.242163,2.016017,4
ENDING IN FAMILY WORDS,ENDING IN FAMILY WORDS,1,2026-02-25,2026-02-25,1,0,2.3,2.979046381492937,0.343293,2.200031,4
ENDING IN FEMALE ANIMALS,ENDING IN FEMALE ANIMALS,1,2026-03-14,2026-03-14,1,0,2.0,2.734235212201777,0.305861,1.955794,4
ENDING IN HORSE GAITS,ENDING IN HORSE GAITS,1,2026-06-27,2026-06-27,1,0,2.5,3.699199124738877,0.5452723224206825,2.8266278558013673,4
ENDING IN METHODS OF TRANSPORTATION,ENDING IN METHODS OF TRANSPORTATION,1,2026-06-05,2026-06-05,1,0,1.8,2.6847765227879137,0.328858,1.875892,4
ENDING IN MODAL AUXILIARY VERBS,ENDING IN MODAL AUXILIARY VERBS,1,2026-06-02,2026-06-02,1,0,2.0,1.9906148429434527,0.162259,1.243819,4
ENDING IN MUSIC GENRES,ENDING IN MUSIC GENRES,1,2026-03-19,2026-03-19,1,0,1.5,1.9283406122694644,0.129178,1.20525,4
ENDING IN NBA PLAYERS,ENDING IN NBA PLAYERS,1,2026-04-27,2026-04-27,1,0,3.0,3.647664762450059,0.510224,2.802383,4
ENDING IN NICKNAME HOMOPHONES,ENDING IN NICKNAME HOMOPHONES,1,2026-03-23,2026-03-23,1,0,2.0,2.6590819926914016,0.318585,1.856602,4
"ENDING IN SYNONYMS FOR ""AGGREGATE""","ENDING IN SYNONYMS FOR ""AGGREGATE""",1,2026-06-19,2026-06-19,1,0,2.0,3.3674237712580686,0.445111,2.545063,4
"ENDING IN SYNONYMS FOR ""ASAP""","ENDING IN SYNONYMS FOR ""ASAP""",1,2026-05-16,2026-05-16,1,0,2.0,2.448761099685459,0.247786,1.685415,4
"ENDING IN SYNONYMS FOR ""CLIP""","ENDING IN SYNONYMS FOR ""CLIP""",1,2025-07-09,2025-07-09,1,0,2.5,1.8092234372785252,0.143525,1.053852,4
"ENDING IN SYNONYMS FOR ""LOCATION""","ENDING IN SYNONYMS FOR ""LOCATION""",1,2025-11-18,2025-11-18,1,0,2.3,2.4869504565812637,0.265705,1.711435,4
ENDING IN SYNONYMS FOR “FRIEND”,ENDING IN SYNONYMS FOR “FRIEND”,1,2024-12-11,2024-12-11,1,0,1.0,3.6991824560853694,0.54633,2.825551,4
"ENDING IN THE ""LITTLE WOMEN"" MARCH SISTERS","ENDING IN THE ""LITTLE WOMEN"" MARCH SISTERS",1,2026-05-27,2026-05-27,1,0,2.3,2.814435556032095,0.32029,2.03364,4
ENDING IN U.S. COINS,ENDING IN U.S. COINS,1,2026-01-12,2026-01-12,1,0,1.7,1.5128963126418156,0.070486,0.78595,4
ENDING IN WORDS FOR CELLULAR CONNECTIVITY,ENDING IN WORDS FOR CELLULAR CONNECTIVITY,1,2026-03-27,2026-03-27,1,0,1.8,2.4531381133026846,0.253975,1.684262,4
ENDING WITH ALCOHOLIC BEVERAGES,ENDING WITH ALCOHOLIC BEVERAGES,1,2025-12-27,2025-12-27,1,0,2.7,3.0852984739655733,0.348613,2.31696,4
ENDING WITH ANIMALS,ENDING WITH ANIMALS,1,2025-11-03,2025-11-03,1,0,3.5,2.126651661319326,0.173547,1.389049,4
ENDING WITH BEER BRANDS,ENDING WITH BEER BRANDS,1,2025-01-17,2025-01-17,1,0,3.5,3.3657932554626133,0.415025,2.573273,4
ENDING WITH BUILDING MATERIALS,ENDING WITH BUILDING MATERIALS,1,2025-05-16,2025-05-16,1,0,4.0,2.906871721487373,0.347026,2.113257,4
ENDING WITH CHEMICAL ELEMENTS,ENDING WITH CHEMICAL ELEMENTS,1,2024-08-24,2024-08-24,1,0,2.4,2.552507447468171,0.296334,1.756233,4
ENDING WITH COLORS,ENDING WITH COLORS,1,2025-05-13,2025-05-13,1,0,2.8,1.7724629545659456,0.137249,1.017833,4
ENDING WITH DRINKING VESSELS,ENDING WITH DRINKING VESSELS,1,2026-01-29,2026-01-29,1,0,2.3,2.045913316808098,0.154628,1.315074,4
ENDING WITH FISH,ENDING WITH FISH,1,2025-07-17,2025-07-17,1,0,2.8,2.8915347909294775,0.36416,2.078477,4
ENDING WITH GREEK LETTERS,ENDING WITH GREEK LETTERS,1,2024-09-12,2024-09-12,1,0,3.2,3.020568909004718,0.36094,2.230158,4
ENDING WITH HOMOPHONES OF PARTS OF THE LEG,ENDING WITH HOMOPHONES OF PARTS OF THE LEG,1,2025-07-06,2025-07-06,1,0,1.8,1.3508233902314695,0.080801,0.589161,4
ENDING WITH KEYBOARD KEYS,ENDING WITH KEYBOARD KEYS,1,2025-08-28,2025-08-28,1,0,2.3,1.8416859985579874,0.12207,1.112657,4
ENDING WITH KINDS OF DOGS,ENDING WITH KINDS OF DOGS,1,2025-06-06,2025-06-06,1,0,2.5,2.2638870304851424,0.190736,1.529757,4
ENDING WITH MEDIEVAL WEAPONS,ENDING WITH MEDIEVAL WEAPONS,1,2025-04-05,2025-04-05,1,0,3.8,2.9464273741350198,0.349796,2.155998,4
ENDING WITH NUMBER HOMOPHONES,ENDING WITH NUMBER HOMOPHONES,1,2025-09-30,2025-09-30,1,0,3.0,2.8438708856934483,0.358919,2.028878,4
ENDING WITH PLAYING CARDS,ENDING WITH PLAYING CARDS,1,2025-06-26,2025-06-26,1,0,2.3,3.1676377833463265,0.393526,2.366783,4
ENDING WITH SILENT “T”,ENDING WITH SILENT “T”,1,2025-03-16,2025-03-16,1,0,3.3,3.2904688144108176,0.460119,2.441514,4
"ENDING WITH SYNONYMS FOR ""SWINDLE""","ENDING WITH SYNONYMS FOR ""SWINDLE""",1,2025-10-13,2025-10-13,1,0,3.3,1.4404835069390474,0.075822,0.697299,4
ENDING WITH SYNONYMS FOR “PLUNGE”,ENDING WITH SYNONYMS FOR “PLUNGE”,1,2025-01-01,2025-01-01,1,0,3.0,2.171295288096289,0.17966,1.434301,4
ENDING WITH SYNONYMS FOR “YUCK”,ENDING WITH SYNONYMS FOR “YUCK”,1,2025-04-30,2025-04-30,1,0,3.3,3.0048200037735575,0.362604,2.210374,4
ENDING WITH TABLEWARE,ENDING WITH TABLEWARE,1,2024-10-09,2024-10-09,1,0,3.3,3.5396813333758512,0.474833,2.713533,4
ENDING WITH UNITS OF MEASURE,ENDING WITH UNITS OF MEASURE,1,2025-02-27,2025-02-27,1,0,3.3,1.9597184807383035,0.135854,1.234676,4
ENDS OF LIQUOR BRANDS,ENDS OF LIQUOR BRANDS,1,2026-04-02,2026-04-02,1,0,2.3,2.772527997338338,0.309351,1.996362,4
ENDURING SONG,ENDURING SONG,1,2026-06-13,2026-06-13,1,0,1.8,1.8952609581249844,0.124869,1.171499,4
ENERGY FOR AN ELECTRONIC DEVICE,ENERGY FOR AN ELECTRONIC DEVICE,1,2024-07-20,2024-07-20,1,0,2.6,1.8989157123466747,0.137687,1.162886,4
ENGAGING IN AN ACTIVITY WITH PINS OR NEEDLES,ENGAGING IN AN ACTIVITY WITH PINS OR NEEDLES,1,2025-06-12,2025-06-12,1,0,2.5,2.745614056974755,0.321952,1.952795,4
ENHANCE THE TASTE OF,ENHANCE THE TASTE OF,1,2025-11-15,2025-11-15,1,0,2.3,1.9562992647791764,0.138026,1.22857,4
"ENSURE, AS A VICTORY","ENSURE, AS A VICTORY",1,2025-06-01,2025-06-01,1,0,2.5,2.8021119507742234,0.329852,2.009899,4
ENTHUSIASM,ENTHUSIASM,1,2025-02-25,2025-02-25,1,0,4.5,2.856137996534099,0.32597,2.075941,4
ENTRYWAY,ENTRYWAY,1,2025-09-14,2025-09-14,1,0,2.0,2.529249999616039,0.256265,1.769543,4
EQUESTRIAN GEAR,EQUESTRIAN GEAR,1,2026-01-11,2026-01-11,1,0,2.0,2.4119137024848487,0.178347,1.712459,4
EQUIP,EQUIP,1,2024-11-04,2024-11-04,1,0,2.8,2.975758406410736,0.316376,2.223165,4
EQUIPMENT,EQUIPMENT,1,2025-10-11,2025-10-11,1,0,1.8,2.000900303457004,0.140343,1.277569,4
ERA,ERA,1,2025-07-12,2025-07-12,1,0,2.8,3.1469121545305283,0.383364,2.353099,4
ESCAPADE,ESCAPADE,1,2024-11-08,2024-11-08,1,0,2.8,3.287480694312322,0.447323,2.450872,4
ESPRIT,ESPRIT,1,2026-06-04,2026-06-04,1,0,3.3,3.960536059883411,0.601319,3.071264,4
ESTABLISH,ESTABLISH,1,2025-06-07,2025-06-07,1,0,2.5,3.5283216097902406,0.490953,2.684343,4
ESTABLISHES,ESTABLISHES,1,2025-10-12,2025-10-12,1,0,2.0,1.4258332008365944,0.071938,0.684327,4
